1,11,11,11,11
2,12,12,12,12
3,13,13,13,13
4,13,14,14,14
5,14,15,15,14
6,14,16,16,15
7,15,17,16,16
8,16,18,17,17
9,17,19,17,18
10,18,20,17,19
11,19,21,18,19
12,20,22,18,20
13,21,23,19,20
14,22,24,19,21
15,23,25,20,22
16,25,26,21,23
17,26,27,22,24
18,28,27,22,24
